Timestamp,Order Number,Reminder: Tags Match?,Content,Puller,Area,REMINDER: Content,REMINDER: Packaging?,Error or Correct?,Details,Checker,REMINDER: Signed by Checker?
2/27/2024 20:38:43,551456,not multiple tags,1600#2CM 80/8,MJ,AP,Yes,yes,It was Correct,,,YES
2/27/2024 20:41:13,551560,not multiple tags,1616A105,MJ,AP,Yes,yes,It was Correct,,,YES
2/28/2024 9:57:09,551482,yes ,"12WPFJPR2 75/16 
314C39984PR 50/17
QRPR 280/16
214C324PR 50/14 
214 CPR 50/14 ",JT/NA,WH 4,Yes,no this is an error,Packaging,They put quarter rounds at the top and bottom and had different profiles all over. Not well built and has been a recurring issue with this team,,No this is an error
2/28/2024 14:39:29,00551607 3xs,yes ,"214CPR 2-1/4 14' 58/14 CASING, 234CRPR 2- 3/4 16' CROWN FJ 6/16 , 234CRPR 2-3/4 44/16",Dh Ja,WH 4,Yes,yes,It was Correct,,,YES
2/28/2024 14:42:43,00551544,yes ,LWM995 11/16 CHAMFER STRIP 600/10,Hill ,Stain Grade,Yes,yes,It was Correct,,,YES
2/28/2024 14:44:37,00551372A ,yes ,2600CF CBTR FIR KD 4/10,Hill,Stain Grade,Yes,yes,It was Correct,,,YES
2/28/2024 14:48:09,00551581,yes ,148#2SYP 1×4 8' SY PINE 384/8,Tk,AP,Yes,yes,It was Correct,,,YES
2/28/2024 14:49:42,551579,yes ,148#2 SYP 1×4 8' SY PINE 384/8,Tk,AP,Yes,yes,It was Correct,,,YES
2/28/2024 14:50:46,00551577,yes ,148#2 SYP 1×4 8' SY PINE 384/8,Tk,AP,Yes,yes,It was Correct,,,YES
2/28/2024 15:02:22,00551592,yes ,1416#2SYP 1×4 16' SY PINE 384/16,Tk,AP,Yes,yes,It was Correct,,,YES
2/28/2024 15:05:50,00551485,yes ,1616ASL 1×6 16' NG SHIPLAP PINE 53/16,Mj,AP,Yes,yes,It was Correct,,,YES
2/28/2024 15:08:25,00551588,yes ,1412#2 SYP 1×4 12' SY PINE 384/12,Tk,AP,Yes,yes,It was Correct,,,YES
2/28/2024 15:12:30,00551436 3×s ,yes ,"12MT 1×2 MIRATEC TRIM 336/16, 16MT 1×6 MIRATEC TRIM 160/16 ,16MT 1×6 MIRATEC TRIM 160/16 ",Jp ,WH 4,Yes,yes,It was Correct,,,YES
2/28/2024 15:17:38,00551367,yes ,1600#2122 #2 patt SQ BCK ARK PINE 100/16,Mj,AP,Yes,yes,It was Correct,,,YES
2/28/2024 15:25:09,00551626,yes ,16VCSPFP, YJ SN ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,,YES
2/28/2024 15:28:28,00551564 3xs ,yes ,"1412ABC/122 1x4 11' Beaded ceiling 50/12 , 11016AP 1x10 16' ARK PINE 10/16 ,11216AP 1X12 16' ARK PINE 15/16",Mj,AP,Yes,yes,It was Correct,,,YES
2/28/2024 15:31:14,00551464 2xs,yes ,"11000AP ARK PINE 1X10  50 /16 , 1400AP 1X4 ARK PINE 60/16",LE SHAWN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,,YES
2/28/2024 15:32:52,00551522,yes ,1600A117 PATT 117 ARK PINE 1X6 147/14,Mj,AP,Yes,yes,It was Correct,,,YES
2/28/2024 15:37:27,00551464 2xs ,yes ,"11200AP 1×12 ARK PINE 40/16 , 1600AP 1X6 ARK PINE 80 /16",SN MJ,AP,Yes,yes,It was Correct,,,YES
2/28/2024 15:41:43,00551525 2xs ,yes ,"834B 2-3/4 BASE MDF 25/16 ,8 COVE 25MM CROWN MDF 20/16",Rd Jf ,MDF,Yes,yes,It was Correct,,,YES
2/28/2024 15:43:22,551670,not multiple tags,1416ABC/122 48/16,MJ,AP,Yes,yes,It was Correct,,,YES
2/28/2024 15:52:07,551628,yes ,"1400ABC/122 120/12
1600AP 24/16",MJ,AP,Yes,yes,It was Correct,,,YES
2/28/2024 15:55:07,00551554 8 COVE MDF 25MM X8 25/16,yes ,514 SB 5- 1/4 16' 100/16 SPEEDBASE ,Jf Rd,MDF,Yes,yes,It was Correct,,,YES
2/28/2024 15:55:24,551615,not multiple tags,614COLCR 40/16 ,RD/JF,MDF,Yes,yes,It was Correct,,,YES
2/28/2024 16:01:47,551508,yes ,"214CPR 58/14
BSHPR 50/16
358CRPR 50/16
314BPR 25/16",TW/CP,WH 4,Yes,yes,It was Correct,,,YES
2/28/2024 16:02:08,00551600,yes ,14WPFJPR2 1X4 WHITE PINE FJ 70/16,Ja Dh,WH 4,Yes,yes,It was Correct,,,YES
2/28/2024 16:03:17,00551579,yes ,1416#2 SYP 1X4 16' SY PINE 384/16,Tk,AP,Yes,,It was Correct,,,YES
2/28/2024 16:05:15,551606,not multiple tags,112#2PINE 32/16,YJ/SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,,YES
2/28/2024 16:05:35,00551645,yes ,16MT 1X6 MIRATEC TRIM 28/16,Tw Cp,WH 4,Yes,yes,It was Correct,,,YES
2/28/2024 16:07:38,551530,not multiple tags,1600A117 72/16,YJ,AP,Yes,yes,It was Correct,,,YES
2/28/2024 16:09:40,00551640,yes ,214C7PR 2-1/4 14' CASING 100/14,Tw Cp,WH 4,Yes,yes,It was Correct,,,YES
2/28/2024 16:11:04,551508,yes ,"1800AP 25/12 
1810#2SYP 25/10
188#2SYP 25/8",YJ,AP,Yes,yes,It was Correct,,,YES
2/28/2024 16:13:14,00551603,yes ,514B618PR 5-1/4 BASE FJ PRIME 2/16,Sj G ,Returns,Yes,yes,It was Correct,,,YES
2/28/2024 16:15:35,00551569,yes ,214CPR 2-1/4 14' CASING 19/14,Ja Dh,WH 4,Yes,yes,It was Correct,,,YES
2/28/2024 16:16:52,551508,yes ,"1812SPF 25/12 
168SPF 25/8 ",RD/JF,MDF,Yes,yes,It was Correct,,,YES
2/28/2024 16:18:55,551491,not multiple tags,2800AP 25/16 ,MJ/LE,AP,Yes,yes,It was Correct,,,YES
2/28/2024 16:23:16,00551529,yes ,1400ABC/122 BEADED CEILING ARK PINE 20/12,LE,AP,Yes,yes,It was Correct,,,YES
2/28/2024 16:24:52,551589,yes ,"1600AP 20/8 30/12 
1400AP 30/8 20/10 30/16 
11200AP 30/12 ",NS,AP,,yes,Minor Count (off by 5% or less) (To calculate divide the ammount off by the total they shouldve pulled then multiply by 100) (Ex. shouldve pulled 21 but actually pulled 20. they were three short so 1/21 =.047. .047x100 in 4.7  so they were 4.7% off so this is a minor count error.),1 too many 1x4s. I can’t tell what length. I would assume it’s a 16 otherwise there would be a gap on the other side ,,No this is an error
2/28/2024 16:25:53,00551525,yes ,14WPFJPR2 1X4 WHITE PINE  10/16,Ja Dh,WH 4,Yes,yes,It was Correct,,,YES
2/28/2024 16:26:56,00551576,yes ,8CR 8' ACADIAN CROWN MDF 1/16,Rd Jf,MDF,Yes,yes,It was Correct,,,YES
2/28/2024 16:29:38,00551376,yes ,1800AP 1X8 ARK PINE 5/8,Tw CP,AP,Yes,yes,It was Correct,,,YES
2/28/2024 16:31:56,00551151A,yes ,WOST001,16' Header STOP CRAFTSMAN 20/16,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/28/2024 16:33:36,00551574,yes ,1410 AP 1X4 ARK PINE 10' 40 /10,Mj,AP,Yes,yes,It was Correct,,,YES
2/28/2024 16:34:57,551642,yes ,14DPBCX 73/16 23/16 ,Gallow/Sam,WH 1,Yes,yes,It was Correct,,,YES
2/28/2024 16:35:22,00551573,yes ,1416SPF 1X4 16'  30 /16,Rd Jf,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,,YES
2/28/2024 16:37:24,00551497,yes ,WOBM004 16 ' BASECOLONIAL REVIVAL 5/16,O.G ,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/28/2024 16:39:54,551623,not multiple tags,12ABM 12/8 ,Gallow/Sam,WH 1,Yes,yes,It was Correct,,,YES
2/28/2024 16:42:50,551593,not multiple tags,14C2B,Gallow/Sam,WH 1,Yes,yes,It was Correct,,,YES
2/28/2024 16:46:13,00551657,not multiple tags,"12GDPR,56/16","JA,DH",WH 4,Yes,yes,It was Correct,,,YES
2/28/2024 16:50:31,551469,not multiple tags,54616AGCS 50/16,TW/CH,AZEK,Yes,yes,It was Correct,,,YES
2/28/2024 16:52:44,551561,yes ,"54616AFW 1/16 
54616AFW 8/16",CH/TW,AZEK,Yes,yes,It was Correct,,,YES
2/28/2024 17:03:11,00551657,yes ,"112#3pine x4,24/12,24/10,12/8,4/8","YJ,SN","Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,,YES
2/28/2024 17:07:25,551616,yes ,"54412APCS 15/12 
54416APCS 70/16",CH/TW,AZEK,Yes,yes,It was Correct,,,YES
2/28/2024 17:09:03,00551649,yes ,"12WPFJPR2,60/16 ,16WPFJPR2,100/16","DH,JA",WH 4,Yes,yes,It was Correct,,,YES
2/28/2024 17:12:34,551614,yes ,54816AWT 4/16 48/16 ,CH/TW,AZEK,Yes,yes,It was Correct,,,YES
2/28/2024 17:14:16,551614,not multiple tags,54820AWT 30/20,CH/TW,AZEK,,yes,It was Correct,,,YES
2/28/2024 17:14:42,00551601,not multiple tags,"1616A122Ark.pine,60/16",No initial,AP,Yes,yes,It was Correct,,,YES
2/28/2024 17:33:37,550099A,not multiple tags,11212RJEW 8/12,CH/TW,AZEK,Yes,yes,It was Correct,,,YES
2/28/2024 17:34:56,551057,not multiple tags,11212RJEW 18/12 ,CH/TW,AZEK,Yes,yes,It was Correct,,,YES
2/28/2024 18:03:25,00551650,yes ,1616#2 CM 1X6 #2 CM ARK PINE 256/16,Tk,AP,Yes,,It was Correct,,,YES
2/28/2024 18:04:51,00551650,yes ,1612#2 CM 1X6 12' ARK PINE 256 /12,Tk,AP,Yes,yes,It was Correct,,,YES
2/28/2024 18:06:49,00551522,yes ,1600A117,Mj,AP,Yes,yes,It was Correct,,,YES
2/28/2024 18:12:53,00551606 2xs ,yes ,"1600#2116/122 ×2 #2 PATT ARK PINE 160/12 , 34/12",Mj,AP,Yes,yes,It was Correct,,,YES
2/28/2024 18:14:31,551608,yes ,"1812#2 SL 1X8 12,' NG SHIPLAP REV PINE",Tk,AP,Yes,yes,It was Correct,,,YES
2/28/2024 18:24:45,00551644,yes ,18FDPR1X8FJ FASCIA DURAPRIME,Gallow SAM,WH 1,Yes,yes,It was Correct,,,YES
2/28/2024 18:26:26,00551657,yes ,16EPF 1X6 D PINE FASCIA PLOWED 10/16, Gallow SAM,WH 1,Yes,yes,It was Correct,,,YES
2/28/2024 18:43:45,551555,not multiple tags,54616AMH 1/16,Doolie,AZEK,Yes,yes,It was Correct,,,YES
2/28/2024 18:44:42,551469,,54620ACS 3/20,CH/TW,AZEK,,,It was Correct,,,
2/28/2024 18:45:34,551396,,54620EBO 6/20,Doolie,AZEK,,,It was Correct,,,
2/28/2024 18:47:14,551057,,"54616AWT 16/16 14/16
54616 AWT 30/16",TW/CH,AZEK,,,It was Correct,,,
2/28/2024 19:09:42,551622,,"54616AGCS 7/16
54612AGCS 12/12","54616AGCS 7/16
54612AGCS 12/12",AZEK,,,It was Correct,,,
2/28/2024 19:10:34,551622,,54816AWT 3/16,CH,AZEK,,,It was Correct,,,
2/28/2024 19:11:29,551477,,54616EFPMG 10/16 ,CH,AZEK,,,It was Correct,,,
2/28/2024 19:12:08,551477,,11212EMG 1/12 6/12 ,CH,AZEK,,,It was Correct,,,
2/28/2024 19:13:04,551552,,54612AWT 1/12 5/12 ,NS,AZEK,,,It was Correct,,,
2/28/2024 19:14:23,551598,,11212RJSG 17/12,TW/JJ,AZEK,,,It was Correct,,,
2/28/2024 19:15:44,551657,,"112#3PINE12 24/12 
112#3PINE10 24/10
112#3PINE 12/8 4/8",JT/SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",,,It was Correct,,,
2/28/2024 19:16:37,551668,,"11000AP 24/16
11299AP 3/16",MJ,AP,,,It was Correct,,,
2/28/2024 19:17:37,551565,,"QRPR 80/16
314CRPR 13/16
314C444PR17 30/17",JT/NR,WH 4,,,It was Correct,,,
2/28/2024 19:18:14,551648,,1812#2SYP 30/12,MJ,AP,,,It was Correct,,,
2/28/2024 19:18:57,551613,,11216WRC 64/16,S/G,Returns,,,It was Correct,,,
2/28/2024 19:20:39,551337,,"16#1S1S2E 6/12
16@1S1S2E 5/10",NS,Returns,,,It was Correct,,,
2/28/2024 19:21:13,551467,,121212CBR 1/12,BOO,WH 5 (Scott Knight) ,,,It was Correct,,,
2/28/2024 19:21:50,551409,,2810CPR 1/10,BOO,WH 5 (Scott Knight) ,,,It was Correct,,,
2/28/2024 19:22:28,551462,,888CBR 6/8,BOO,WH 5 (Scott Knight) ,,,It was Correct,,,
2/28/2024 19:26:14,551541,,QRPR,JT/NR,WH 4,,,It was Correct,,,
2/28/2024 19:57:42,551375,yes ,"11200AP 5/8
1600AP 5/8 5/10 5/12
1400AP 5/10 10/12 15/16 ",MJ,AP,,no this is an error,Packaging,Only two bands ,,YES
2/29/2024 13:58:13,00551567 2xs ,yes ,"16VJ#2SYPCOL 1X6 SYNERGY COLONIAL 2XS 184/10, 23/10",O.G,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/29/2024 14:00:15,00551567 2xs ,yes ,"16VJ#2SYPCOL 2X 1X6 SYNERGY COLONIAL 256/10, 44/10 ",O G,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/29/2024 14:12:09,00550813,yes ,16MDFPR 1X6 16' MDF PRIME 96/16,Rd JF,MDF,Yes,yes,It was Correct,,,YES
2/29/2024 14:15:13,0055906A 2X ,yes ,"16MDFPR 1X6 2X 4/16 ,96/16",Rd Jf,MDF,Yes,yes,It was Correct,,,YES
2/29/2024 14:18:04,00551632 2x ,yes ,"WM356 1116 2-1/4 CASING 40/16 , WM 713 9/16 3-1/4 SANITARY BASE 14/16",Hill Tori,Stain Grade,Yes,yes,It was Correct,,,YES
2/29/2024 14:24:50,551517,yes ,"1128CF 1X12 C BTR 2/16 , ",Hill,Stain Grade,Yes,yes,It was Correct,,,YES
2/29/2024 14:26:25,00551726,yes ,1614#2122,Tk,AP,Yes,yes,It was Correct,,,YES
2/29/2024 14:53:02,00551589,yes ,1400AP ARK PINE 1X4 20/12,Bj BB,AP,Yes,yes,It was Correct,,,YES
2/29/2024 14:54:35,00551689,yes ,1812A105 1X8 12' PATT 105 CLEAR PINE 20/12,Bj Bb,AP,Yes,yes,It was Correct,,,YES
2/29/2024 14:57:01,00550813,yes ,16MDFPR 1X6 16',Rd Jf ,MDF,Yes,yes,It was Correct,,,YES
2/29/2024 14:58:03,00550982,yes ,16MDFPR 1X6 MDF 192/ 16 ,W,MDF,Yes,yes,It was Correct,,,YES
2/29/2024 14:59:35,00551526,yes ,16MDFPR 1X6 MDF 192/16,W,MDF,Yes,yes,It was Correct,,,YES
2/29/2024 15:00:20,00551526,yes ,16MDFPR 1X6 MDF 192/16,W,MDF,Yes,yes,It was Correct,,,YES
2/29/2024 15:01:38,00551724,yes ,16VCSPFP 1X6 V- CUT PREMIUM,Yj Sn ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,,YES
2/29/2024 15:04:01,00551717,yes ,138BCPR 1-3/8 BASE CAP 250/16,Nr CL ,WH 4,Yes,yes,It was Correct,,,YES
2/29/2024 15:09:10,00551704 2x ,yes ,"314C39984PR 3- 1/4 17' 9E CASING 2Xs  47/17 , 12/17 ",Nr CL ,WH 4,Yes,yes,It was Correct,,,YES
2/29/2024 15:18:23,00551715 2xs ,yes ,"1600AP, 1400AP ARK PINE 1X6, 1X4 25/10, 25/10, 20/16 ",Ch Tk ,AP,Yes,yes,It was Correct,,,YES
2/29/2024 15:20:49,00551681,yes ,1616SPF 1X6 16' # 2 BTR SPRUCE 50/16, Rd Jf ,MDF,Yes,yes,It was Correct,,,YES
2/29/2024 15:23:50,00551696 4xs ,yes ,16VCSPFP 1X6 V- CUT PREMIUM  280/16 - 4xs,Yj Sn,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,,YES
2/29/2024 15:34:36,00551648 4xs ,yes ,"34C2CHB 3/4"" C- 2 BIRCH 2X , 5/8, 1/8, 14GG 1/4 GAINNIE GOLD PLY 2Xs  18/8 , 6/8  34C2BIRCH 3/4 C-2 BIRCH ",Gallow Sam ,WH 1,Yes,yes,It was Correct,,,YES
2/29/2024 15:36:30,00551730,yes ,FLG 1 3/4 2- 1/4 RED OAK FLG ,Gallow,WH 1,Yes,yes,It was Correct,,,YES
2/29/2024 15:59:09,00551679,yes ,888CBR 8X8 8' #2 COM RGH CYPRESS 4/8,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/29/2024 16:00:08,00551692,yes ,101010 CFR 10X10 ROUGH FIR 10/10,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/29/2024 16:01:18,00551679,yes ,101010CBR 10X10 10' #2 COM RGH CYPRESS,Boo ,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/29/2024 16:03:19,551692,yes ,101010CFR 10X10 ROUGH FIR  10/10,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/29/2024 16:12:13,00551692 4xs,yes ,"101010 CFR  ROUGH FIR 10X10 2/10 , 10/10 2×s ",Boo ,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/29/2024 16:17:18,00551714,yes ,8810CBR 8X8 10' 1/10,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/29/2024 16:18:53,00554816CBR ,yes ,4816CBR 4X8 16' 3/16,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/29/2024 16:34:24,00551715,yes ,5448TF 5/4×4 8'TREATED PORCH KDAT 144/8,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/29/2024 16:36:30,00551678,yes ,11216#CPR 1×12 16'ROIGH CYPRESS ,Boo ,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,,YES
2/29/2024 16:48:12,00551706,yes ,54620ESM. 5/ 4x6 20' 1/20 SILVER MAPEL SOLID,Tw,Azek Frontier,Yes,yes,It was Correct,,,YES
2/29/2024 16:54:50,00551715 3xs ,yes ,34C2CHB 3/4 8' C-2 BIRCH 3Xs 50/8 3×s ,Pd ,WH 1,Yes,yes,It was Correct,,,YES
2/29/2024 16:56:27,00551689 2xs ,yes ,34C2CHB 3/4 8' 2xs C-2BIRCH,Pd,WH 1,Yes,yes,It was Correct,,,YES
2/29/2024 16:58:37,551717,yes ,"11216BMDF 1X12"" 16' BULL NOSE MDF 96/16",Pd ,WH 1,Yes,yes,It was Correct,,,YES
2/29/2024 17:02:43,00551711 2xs ,yes ,"16EP 1X6 D PINE 40/16 , 14EP 1X4 D PINE 100/16",Gallow,WH 1,Yes,yes,It was Correct,,,YES
2/29/2024 17:16:19,00551700 2xs ,yes ,38GG 3/8 GOLD PLY 124/8 2Xs ,Pd,WH 1,Yes,yes,It was Correct,,,YES
2/29/2024 17:17:20,00551697,yes ,38GG 3/8 GOLD PLY 124/8 2×s ,Pd,WH 1,Yes,yes,It was Correct,,,YES
2/29/2024 17:26:07,00551700 4xs ,yes ,"1400 CF 1×4 50/12 S4S FIR KD, 54400CF 5/ 4×4 S4S FIR 21/10 ,1800CF 1×8 S4S FIR 20/8, 20 /10 , 1600CF 1X6 BTR S4S FIR 30/8, 20/10, 20/16 ",Ne Hill ,Stain Grade,Yes,yes,It was Correct,,,YES
2/29/2024 17:29:42,551704,yes ,DSPR97 3/8 1/4 DOORSTOP 63/8,BB ,Azek Frontier,Yes,yes,It was Correct,,,YES
2/29/2024 17:37:45,00551736 2xs ,yes ,"1417 GDPR 1X4 17' GAINNIE DOUBLE PRIME 132/17, 1417GDPR 1X4 17' G D P 300/17",JA DH ,WH 4,Yes,yes,It was Correct,,,YES
3/1/2024 13:30:05,00551752 x 2 orders ,not multiple tags,216/ 16 ft.,JP,WH 4,Yes,yes,It was Correct,,,YES
3/1/2024 13:40:13,00551754,yes ,"714Speed Base mdf. 10/16, 40/16",JF  NR,MDF,Yes,yes,It was Correct,,,YES
3/1/2024 13:53:30,00551682,not multiple tags,1616#2syp  75/16,CH.  TK,AP,Yes,yes,It was Correct,,,YES
3/1/2024 14:22:16,00551781x 4,yes ,"1816ap-1x8x16ark.p 20/16, 1616#2syp-20/×16, 1612ap-1x6x12ark.p, 1610ap-1x6x10 ark.p-20/10",MJ,AP,Yes,yes,It was Correct,,,YES
3/1/2024 14:26:17,00551741,not multiple tags,8cove. 25mmX 8in. cove crown mdf,RD. JF,MDF,Yes,yes,It was Correct,,,YES
3/1/2024 14:29:55,00551746,not multiple tags,514CR.  5-1/4 Crown Lwm47 mdf,JF. NR,MDF,Yes,yes,It was Correct,,,YES
3/1/2024 14:32:13,00551743,not multiple tags,18mdfpr- 1x8 16ft. Mdf,Jf. Rd,MDF,Yes,yes,It was Correct,,,YES
3/1/2024 14:37:27,00551752,not multiple tags,16wpfjpr2- 1x6 white pinex2 orders,JPX2 Orders,WH 4,Yes,yes,It was Correct,,,YES
3/1/2024 14:45:12,00551761 5xs ,yes ,"3B724PR 3"" 724 SANITARY BASE 25/16, 258CRPR 2- 5/8 CROWN 14/16, 31C39984PR 3- 1/4 17' 9E CASING 59/17 ,214C324PR 2- 1/4 14' WEDGE CASING 22/14 , QRPR QUATER ROUND 40 /16",Tw,WH 4,Yes,yes,It was Correct,,,YES
3/1/2024 14:59:42,00551762 2xs,yes ,"214CPR 2XS  2- 1/4 14' CASING 69/14,  31/14 14'",Tw Cp ,WH 4,Yes,yes,It was Correct,,,YES
3/1/2024 15:06:53,00551756,not multiple tags,8Colcr.  6-3/4in. Cove Crown,WALLACE ,MDF,Yes,yes,It was Correct,,,YES
3/1/2024 15:18:27,00551784,yes ,412CEPR 4-1/2 CROWN ENHANCER 20/16,BB BJ,Azek Frontier,Yes,yes,It was Correct,,,YES
3/1/2024 15:19:52,00551761,yes ,514CR 5 1/4  CROWN MDF  50/16,JF NR,MDF,Yes,yes,It was Correct,,,YES
3/1/2024 15:22:06,00551756 2x ,yes ,"614COLOR 2xs 6 1/4 "" FANCY COVE MDF 19/16, 1/16",JF NR,MDF,Yes,yes,It was Correct,,,YES
3/1/2024 15:24:54,00551765 x 8 tags,yes ,"514b2008PR-5-1/4b2008pr,20/16,  414crpr-4-1/4in. #48 Crown,  258crpr-2-5/8 #53 crown,   314crpr- 3-1/4 #51 crown,   3b724pr. 3in.724 sanitary base 14/16,  QRPR- Quarter Round 200/16,   314c39984pr- 3-1/4 17ft. 9e casing 26/17 and 37/17.",TW. CP,WH 4,Yes,yes,It was Correct,,,YES
3/1/2024 15:27:40,551791,yes ,1816A122 1X8 122 V-CUT 3/16,MJ ,AP,Yes,yes,It was Correct,,,YES
3/1/2024 15:28:55,00551786,yes ,234CRPR 2- 3/4,BB BJ ,Azek Frontier,Yes,yes,It was Correct,,,YES
3/1/2024 15:35:51,00551767 4xs ,yes ,"3BPR 3"" BASE FJ 21/16, 3BPR 3""  BASE FJ  11/16 , QRPR QUATER ROUND 80/16 2×s",DH JA ,WH 4,Yes,yes,It was Correct,,,YES
3/1/2024 15:38:44,00551042A 2XS ,yes ,"514WSPR 5- 1/4 WINDOW STOOL 12/16 ,QRPR QUARTER ROUND 40/16",TW CP,WH 4,Yes,yes,It was Correct,,,YES
3/1/2024 15:40:40,00551741,yes ,1417WPFJPR2 1X4 17' WHITE PINE 50/17 ,Ja DH,WH 4,Yes,yes,It was Correct,,,YES
3/1/2024 16:02:34,00551758 2xs ,yes ,"7CR 7"" CROWN HWC MDF 10/16 , 5COLOR 4-1/4 COVE CROWN 20/16",JF NR,MDF,Yes,yes,It was Correct,,,YES
3/1/2024 16:04:24,00551787 2xs ,yes ,"5 COLOR 4- 1/4 COVE CROWN 50/16 , 514SB 5- 1/4 SPEED BASE 30/16",JF NR ,MDF,Yes,yes,It was Correct,,,YES
3/4/2024 9:40:16,1,,G,H,WH 5 (Scott Knight) ,,,It was Correct,,,
3/4/2024 9:59:31,a,,a,a,WH 1,,,It was Correct,,,
3/4/2024 11:35:34,11,,stuff,people,WH 1,,,It was Correct,,Calvin,
3/4/2024 11:36:10,2,yes ,stuff,a,WH 1,,,It was Correct,,Calvin,
3/4/2024 13:21:51,00551776,not multiple tags,16#1S1S2E 10/12,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Bryan,YES
3/4/2024 13:26:44,00551743,yes ,18SLPR 2/14,SJ/G,Returns,Yes,yes,It was Correct, ,Bryan,YES
3/4/2024 13:33:05,00551836,yes ,1600#2122 69/14,LE/MJ,AP,Yes,yes,It was Correct, ,Bryan,YES
3/4/2024 13:34:13,551859,yes ,"11214WP 40/14
11216WP 40/16",LE,AP,Yes,yes,It was Correct,,Calvin,YES
3/4/2024 13:37:13,00551837,yes ,18WPFJPR2 48/16,TW/CP,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/4/2024 13:39:29,00551837,yes ,1414#2SYP 384/14 ,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/4/2024 13:41:35,00551832,yes ,16VCSPFP 280/16,YJ/SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/4/2024 13:43:40,00551829,yes ,12WPFJPR2 300/16,JA/DH,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/4/2024 14:48:34,00551812 6xs,yes ,"268CPR 2X6 8' ROUGH CYPRESS 1/8 , 2610CPR 2X6 10' R.C., 1412 CPR 1X4 12' #2 R.C. 10/12 , 2810CPR 2X8 10' R.C. 1/10 , 2812CPR  2X8 12' R.C. 2/12 , 268CPR 2X6 8 ' R.C. 1/8 ",Boo ,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/4/2024 14:50:32,551873,yes ,1610AP 1X6 10' ARK PINE 16/10,LE,AP,Yes,yes,It was Correct,,Aundra,YES
3/4/2024 14:55:12,00551881,yes ,1812#2CM 1X8 CM ARK PINE,LE,AP,Yes,yes,It was Correct,,Aundra,YES
3/4/2024 15:00:02,00551777 6xs ,yes ,"514B12 5- 1/4 "" BASE PATT #218 MDF 224/16 6xs ",W,MDF,Yes,yes,It was Correct,,Aundra,YES
3/4/2024 15:05:30,00551781 2xs ,yes ,"WM85 9/16' COVE 22/14, LWM266 1/4 LATTICE 19/16 ",TL,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/4/2024 15:06:39,00551832,yes ,LWM266 1/4  LATTICE 100/17,Hill,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/4/2024 15:08:36,00551819 2xs ,yes ,"2400CF 10/16 , C& S4S FIR,  4400CF C BTR 3/16 ",Hill,Stain Grade,Yes,yes,It was Correct,,Aundra,YES
3/4/2024 15:15:46,00551898,yes ,QUARTER ROUNDS QRPR 80/16,BB BJ,Azek Frontier,Yes,yes,It was Correct,,Aundra,YES
3/4/2024 15:23:58,00551808 3xs ,yes ,"1x6S4SSE 1X6 S4S WINDSOR TRAIDTIONAL 2/6 ,  1X10S4SSE 1X10 16S4S WINDSOR TRADITIONAL 1/16, 1X2S4SSE 1X2 S4S WINDSOR TRADITIONAL 12/16 ",.OG.,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/4/2024 15:27:18,00551886,yes ,1616A117 1X6 16' PATT ARK PINE,O.G.,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
